id,task,dataset,n,p,dataset_seed,category,method,method_seed,HPs,time,success,R2,R2train
reg_1_1070_15_2_GLM_Lasso_0_nohp,reg,1,1070,15,2,GLM,Lasso,0,nohp,0.03629136085510254,True,0.7923863874829616,0.7625069522146652
reg_1_1070_15_2_GLM_Enet_0_nohp,reg,1,1070,15,2,GLM,Enet,0,nohp,0.034026145935058594,True,0.792263832177164,0.7625005364557812
reg_1_1070_15_2_TREE_CART_0_nohp,reg,1,1070,15,2,TREE,CART,0,nohp,0.0038177967071533203,True,0.657323011650648,1.0
reg_1_1070_15_2_RF_XRF_0_nohp,reg,1,1070,15,2,RF,XRF,0,nohp,0.2361435890197754,True,0.8133102598210404,1.0
reg_1_1070_15_2_GBDT_xgb_sklearn_0_nohp,reg,1,1070,15,2,GBDT,xgb_sklearn,0,nohp,0.08331847190856934,True,0.860878939081719,0.8832158946721119
reg_1_1070_15_2_SVM_Kernel_0_nohp,reg,1,1070,15,2,SVM,Kernel,0,nohp,0.02048468589782715,True,0.7930487043064766,0.7624588978264419
reg_1_1070_15_2_SVM_NuSVM_0_nohp,reg,1,1070,15,2,SVM,NuSVM,0,nohp,0.11172366142272949,True,0.8339474108755504,0.8307229071191
reg_1_1070_15_2_NN_MLP_sklearn_0_nohp,reg,1,1070,15,2,NN,MLP_sklearn,0,nohp,0.6451599597930908,True,0.8470821442396308,0.8717169349046673
reg_1_1070_15_2_RF_RF_0_nohp,reg,1,1070,15,2,RF,RF,0,nohp,0.26938438415527344,True,0.8220814748189871,0.9739378593262163
reg_1_1070_15_3_Baseline_Intercept_0_nohp,reg,1,1070,15,3,Baseline,Intercept,0,nohp,0.0005657672882080078,True,-0.00016485042790015392,0.0
reg_1_1070_15_3_GLM_Ridge_0_nohp,reg,1,1070,15,3,GLM,Ridge,0,nohp,0.0014486312866210938,True,0.7327366975775751,0.7793761010958329
reg_1_1070_15_3_GLM_Lasso_0_nohp,reg,1,1070,15,3,GLM,Lasso,0,nohp,0.03444409370422363,True,0.7327169383543046,0.7793546818084668
reg_1_1070_15_3_GLM_Enet_0_nohp,reg,1,1070,15,3,GLM,Enet,0,nohp,0.034451961517333984,True,0.7327938728439105,0.7793501888658702
reg_1_1070_15_3_TREE_CART_0_nohp,reg,1,1070,15,3,TREE,CART,0,nohp,0.004169940948486328,True,0.7609333338782873,0.994530413334558
reg_1_1070_15_3_RF_XRF_0_nohp,reg,1,1070,15,3,RF,XRF,0,nohp,0.2390611171722412,True,0.7988550944431977,0.994530413334558
reg_1_1070_15_3_GBDT_xgb_sklearn_0_nohp,reg,1,1070,15,3,GBDT,xgb_sklearn,0,nohp,0.0839071273803711,True,0.8170776857002437,0.8881632046180656
reg_1_1070_15_3_SVM_Kernel_0_nohp,reg,1,1070,15,3,SVM,Kernel,0,nohp,0.020044565200805664,True,0.7328903489862003,0.7793598870594942
reg_1_1070_15_3_SVM_NuSVM_0_nohp,reg,1,1070,15,3,SVM,NuSVM,0,nohp,0.11254596710205078,True,0.7932802020435916,0.8434597137954486
reg_1_1070_15_3_NN_MLP_sklearn_0_nohp,reg,1,1070,15,3,NN,MLP_sklearn,0,nohp,0.5581812858581543,True,0.8096946318119032,0.876398200672368
reg_1_1070_15_3_RF_RF_0_nohp,reg,1,1070,15,3,RF,RF,0,nohp,0.27007222175598145,True,0.8180369820965387,0.9687960059478308
reg_1_1070_15_4_Baseline_Intercept_0_nohp,reg,1,1070,15,4,Baseline,Intercept,0,nohp,0.0005609989166259766,True,-0.007689295249032835,0.0
reg_1_1070_15_4_GLM_Ridge_0_nohp,reg,1,1070,15,4,GLM,Ridge,0,nohp,0.0016803741455078125,True,0.7463679997191367,0.7748502485008496
reg_1_1070_15_4_GLM_Lasso_0_nohp,reg,1,1070,15,4,GLM,Lasso,0,nohp,0.03494620323181152,True,0.7464381293423207,0.7748452431251746
reg_1_1070_15_4_GLM_Enet_0_nohp,reg,1,1070,15,4,GLM,Enet,0,nohp,0.034743309020996094,True,0.7465185036613461,0.7748431546503369
reg_1_1070_15_4_TREE_CART_0_nohp,reg,1,1070,15,4,TREE,CART,0,nohp,0.003949403762817383,True,0.6335522617622418,1.0
reg_1_1070_15_4_RF_XRF_0_nohp,reg,1,1070,15,4,RF,XRF,0,nohp,0.23891472816467285,True,0.7634128635416177,1.0
reg_1_1070_15_4_GBDT_xgb_sklearn_0_nohp,reg,1,1070,15,4,GBDT,xgb_sklearn,0,nohp,0.0827181339263916,True,0.7937633758399877,0.8960663590792577
reg_1_1070_15_4_SVM_Kernel_0_nohp,reg,1,1070,15,4,SVM,Kernel,0,nohp,0.020793437957763672,True,0.7472028185510886,0.7747583830567855
reg_1_1070_15_4_SVM_NuSVM_0_nohp,reg,1,1070,15,4,SVM,NuSVM,0,nohp,0.11419415473937988,True,0.7964780759483605,0.8440947859575725
reg_1_1070_15_4_NN_MLP_sklearn_0_nohp,reg,1,1070,15,4,NN,MLP_sklearn,0,nohp,0.6044952869415283,True,0.8052057915967836,0.8802043509818944
reg_1_1070_15_4_RF_RF_0_nohp,reg,1,1070,15,4,RF,RF,0,nohp,0.27145981788635254,True,0.767827421406571,0.9764919056811632
reg_1_1070_15_5_Baseline_Intercept_0_nohp,reg,1,1070,15,5,Baseline,Intercept,0,nohp,0.0005373954772949219,True,-0.01996042208533666,0.0
reg_1_1070_15_5_GLM_Ridge_0_nohp,reg,1,1070,15,5,GLM,Ridge,0,nohp,0.0014662742614746094,True,0.8155566235468248,0.7559206079289904
